投球数,球種,球速,結果,投手,打者,スコア
3,ストレート,147km/h,ファウル,勝野 昌慶,佐藤 輝明,0-0
4,フォーク,141km/h,ボール  [ワンバウンド],勝野 昌慶,佐藤 輝明,0-0
5,フォーク,142km/h,ボール  [ワンバウンド],勝野 昌慶,佐藤 輝明,0-0
6,スライダー,141km/h,ファウル,勝野 昌慶,佐藤 輝明,0-0
7,ストレート,148km/h,空三振,勝野 昌慶,佐藤 輝明,0-0
1,ストレート,144km/h,見逃し,小川 一平,大島 洋平,0-0
2,ストレート,144km/h,ボール,小川 一平,大島 洋平,0-0
3,カーブ,115km/h,右安,小川 一平,大島 洋平,0-0
1,カーブ,114km/h,三犠打  [セーフティバント],小川 一平,岡林 勇希,0-0
1,ストレート,143km/h,死球,小川 一平,A.マルティネス,0-0
1,カットボール,136km/h,ボール,小川 一平,ビシエド,0-0
2,ツーシーム,139km/h,ファウル,小川 一平,ビシエド,0-0
3,ツーシーム,138km/h,ファウル,小川 一平,ビシエド,0-0
4,ストレート,146km/h,ボール,小川 一平,ビシエド,0-0
5,ツーシーム,140km/h,中飛  [詰り],小川 一平,ビシエド,0-0
1,ストレート,145km/h,ボール,小川 一平,阿部 寿樹,0-0
2,ストレート,144km/h,ボール,小川 一平,阿部 寿樹,0-0
3,カットボール,137km/h,見逃し,小川 一平,阿部 寿樹,0-0
4,カーブ,115km/h,見逃し,小川 一平,阿部 寿樹,0-0
5,ストレート,147km/h,空三振  [ファウルチップ],小川 一平,阿部 寿樹,0-0
1,スライダー,133km/h,ボール,勝野 昌慶,大山 悠輔,0-0
2,フォーク,137km/h,見逃し,勝野 昌慶,大山 悠輔,0-0
3,ストレート,145km/h,ボール,勝野 昌慶,大山 悠輔,0-0
4,ストレート,144km/h,ボール,勝野 昌慶,大山 悠輔,0-0
5,ストレート,146km/h,左飛,勝野 昌慶,大山 悠輔,0-0
1,ストレート,147km/h,見逃し,勝野 昌慶,糸原 健斗,0-0
2,カーブ,121km/h,ボール  [ワンバウンド],勝野 昌慶,糸原 健斗,0-0
3,フォーク,139km/h,空振り,勝野 昌慶,糸原 健斗,0-0
4,スライダー,137km/h,一ゴロ  [逆シングル],勝野 昌慶,糸原 健斗,0-0
1,カーブ,121km/h,ボール  [ワンバウンド],勝野 昌慶,木浪 聖也,0-0
2,ストレート,147km/h,空振り,勝野 昌慶,木浪 聖也,0-0
3,フォーク,140km/h,ボール,勝野 昌慶,木浪 聖也,0-0
4,ストレート,148km/h,見逃し,勝野 昌慶,木浪 聖也,0-0
5,ストレート,149km/h,見三振  [構えたところにズバリ],勝野 昌慶,木浪 聖也,0-0
1,カーブ,121km/h,ボール,小川 一平,木下 拓哉,0-0
2,スライダー,132km/h,見逃し,小川 一平,木下 拓哉,0-0
3,スライダー,131km/h,見逃し,小川 一平,木下 拓哉,0-0
4,チェンジアップ,128km/h,ボール  [ワンバウンド],小川 一平,木下 拓哉,0-0
5,カットボール,134km/h,遊ゴロ  [バットの先、引っかけ],小川 一平,木下 拓哉,0-0
1,ストレート,148km/h,ボール,小川 一平,石川 昂弥,0-0
2,カットボール,134km/h,右飛,小川 一平,石川 昂弥,0-0
1,ツーシーム,139km/h,見逃し,小川 一平,京田 陽太,0-0
2,チェンジアップ,127km/h,投ゴロ,小川 一平,京田 陽太,0-0
1,ストレート,145km/h,見逃し,勝野 昌慶,坂本 誠志郎,0-0
2,ストレート,145km/h,ファウル,勝野 昌慶,坂本 誠志郎,0-0
3,ストレート,146km/h,ボール,勝野 昌慶,坂本 誠志郎,0-0
4,スライダー,136km/h,空三振,勝野 昌慶,坂本 誠志郎,0-0
1,ストレート,146km/h,見逃し,勝野 昌慶,小川 一平,0-0
2,スライダー,137km/h,見逃し  [セーフティバント、バント構え],勝野 昌慶,小川 一平,0-0
3,スライダー,136km/h,ファウル,勝野 昌慶,小川 一平,0-0
4,ストレート,147km/h,空三振,勝野 昌慶,小川 一平,0-0
1,スライダー,138km/h,ボール  [セーフティバント、バント構え、ワンバウンド],勝野 昌慶,近本 光司,0-0
2,ストレート,145km/h,空振り  [ハーフスイング],勝野 昌慶,近本 光司,0-0
3,カーブ,120km/h,ボール  [ワンバウンド],勝野 昌慶,近本 光司,0-0
4,ストレート,148km/h,左安,勝野 昌慶,近本 光司,0-0
1,カーブ,118km/h,ボール,勝野 昌慶,中野 拓夢,0-0
2,ストレート,146km/h,見逃し,勝野 昌慶,中野 拓夢,0-0
1,カーブ,118km/h,ボール,勝野 昌慶,中野 拓夢,0-0
2,ストレート,146km/h,見逃し,勝野 昌慶,中野 拓夢,0-0
3,フォーク,138km/h,ボール,勝野 昌慶,中野 拓夢,0-0
4,フォーク,140km/h,ファウル,勝野 昌慶,中野 拓夢,0-0
5,ストレート,148km/h,ボール,勝野 昌慶,中野 拓夢,0-0
6,ストレート,147km/h,遊飛  [詰り],勝野 昌慶,中野 拓夢,0-0
1,ストレート,142km/h,見逃し,小川 一平,勝野 昌慶,0-0
2,カーブ,112km/h,空振り,小川 一平,勝野 昌慶,0-0
3,カーブ,113km/h,空三振,小川 一平,勝野 昌慶,0-0
1,ストレート,144km/h,見逃し,小川 一平,大島 洋平,0-0
2,カットボール,134km/h,見逃し,小川 一平,大島 洋平,0-0
3,ストレート,147km/h,ボール,小川 一平,大島 洋平,0-0
4,ストレート,148km/h,遊ゴロ  [詰り],小川 一平,大島 洋平,0-0
1,ツーシーム,141km/h,見逃し,小川 一平,岡林 勇希,0-0
2,ストレート,147km/h,ファウル,小川 一平,岡林 勇希,0-0
3,ストレート,145km/h,ファウル,小川 一平,岡林 勇希,0-0
4,チェンジアップ,128km/h,ファウル,小川 一平,岡林 勇希,0-0
5,ストレート,149km/h,ボール,小川 一平,岡林 勇希,0-0
6,カットボール,136km/h,見三振,小川 一平,岡林 勇希,0-0
1,ストレート,147km/h,見逃し,勝野 昌慶,糸井 嘉男,0-0
2,フォーク,139km/h,ボール,勝野 昌慶,糸井 嘉男,0-0
3,ストレート,147km/h,投ゴロ  [好プレイ],勝野 昌慶,糸井 嘉男,0-0
1,カーブ,118km/h,見逃し,勝野 昌慶,佐藤 輝明,0-0
2,ストレート,145km/h,ボール  [高めのつり球を要求],勝野 昌慶,佐藤 輝明,0-0
3,スライダー,135km/h,右飛,勝野 昌慶,佐藤 輝明,0-0
1,フォーク,139km/h,見逃し,勝野 昌慶,大山 悠輔,0-0
2,ストレート,147km/h,ボール,勝野 昌慶,大山 悠輔,0-0
3,スライダー,136km/h,ファウル,勝野 昌慶,大山 悠輔,0-0
4,ストレート,150km/h,見三振  [全く反応できず],勝野 昌慶,大山 悠輔,0-0
1,カーブ,114km/h,空振り  [ワンバウンド],小川 一平,A.マルティネス,0-0
2,ストレート,143km/h,ファウル,小川 一平,A.マルティネス,0-0
3,カットボール,135km/h,ボール,小川 一平,A.マルティネス,0-0
4,ストレート,145km/h,ボール,小川 一平,A.マルティネス,0-0
5,カーブ,116km/h,ボール  [ワンバウンド],小川 一平,A.マルティネス,0-0
6,ストレート,146km/h,四球,小川 一平,A.マルティネス,0-0
1,ツーシーム,140km/h,見逃し,小川 一平,ビシエド,0-0
2,カットボール,134km/h,ファウル,小川 一平,ビシエド,0-0
3,ツーシーム,140km/h,ファウル,小川 一平,ビシエド,0-0
4,ストレート,144km/h,ボール,小川 一平,ビシエド,0-0
5,ストレート,143km/h,ファウル,小川 一平,ビシエド,0-0
6,カーブ,116km/h,ファウル,小川 一平,ビシエド,0-0
7,ツーシーム,138km/h,ファウル,小川 一平,ビシエド,0-0
8,ストレート,147km/h,ファウル  [高めのつり球を要求],小川 一平,ビシエド,0-0
9,チェンジアップ,128km/h,ボール  [ワンバウンド],小川 一平,ビシエド,0-0
10,ツーシーム,-,遊直  [詰り],小川 一平,ビシエド,0-0
1,ストレート,146km/h,見逃し,小川 一平,阿部 寿樹,0-0
2,ストレート,144km/h,ファウル,小川 一平,阿部 寿樹,0-0
3,ストレート,143km/h,ボール,小川 一平,阿部 寿樹,0-0
4,カットボール,136km/h,空三振  [ファウルチップ、悔しがる],小川 一平,阿部 寿樹,0-0
1,ストレート,144km/h,見逃し,小川 一平,木下 拓哉,0-0
2,ストレート,144km/h,ボール,小川 一平,木下 拓哉,0-0
3,スライダー,127km/h,右飛,小川 一平,木下 拓哉,0-0
1,フォーク,134km/h,見逃し,勝野 昌慶,糸原 健斗,0-0
2,カーブ,115km/h,一ゴロ  [ダイビングキャッチ、逆シングル、好プレイ],勝野 昌慶,糸原 健斗,0-0
1,カーブ,118km/h,ボール,勝野 昌慶,木浪 聖也,0-0
2,フォーク,136km/h,ファウル,勝野 昌慶,木浪 聖也,0-0
3,ストレート,145km/h,ボール,勝野 昌慶,木浪 聖也,0-0
4,フォーク,138km/h,ファウル,勝野 昌慶,木浪 聖也,0-0
5,フォーク,142km/h,投ゴロ,勝野 昌慶,木浪 聖也,0-0
1,ストレート,147km/h,空振り,勝野 昌慶,坂本 誠志郎,0-0
2,ストレート,145km/h,見逃し,勝野 昌慶,坂本 誠志郎,0-0
3,フォーク,141km/h,空三振,勝野 昌慶,坂本 誠志郎,0-0
1,カーブ,115km/h,見逃し,小川 一平,石川 昂弥,0-0
2,チェンジアップ,128km/h,ボール,小川 一平,石川 昂弥,0-0
3,ストレート,146km/h,右安,小川 一平,石川 昂弥,0-0
1,ツーシーム,137km/h,ボール,小川 一平,京田 陽太,0-0
2,カットボール,134km/h,右ゴロ,小川 一平,京田 陽太,0-0
1,カットボール,-,投犠打,小川 一平,勝野 昌慶,0-0
1,スライダー,129km/h,ボール,岩貞 祐太,大島 洋平,0-0
2,スライダー,128km/h,空振り  [ワンバウンド、ハーフスイング],岩貞 祐太,大島 洋平,0-0
3,シュート,143km/h,二ゴロ,岩貞 祐太,大島 洋平,0-0
1,フォーク,136km/h,空振り,勝野 昌慶,髙山 俊,0-0
2,フォーク,137km/h,ボール  [ワンバウンド],勝野 昌慶,髙山 俊,0-0
3,フォーク,139km/h,空振り,勝野 昌慶,髙山 俊,0-0
4,ストレート,147km/h,空三振,勝野 昌慶,髙山 俊,0-0
1,ストレート,147km/h,ファウル,勝野 昌慶,近本 光司,0-0
2,ストレート,147km/h,ボール,勝野 昌慶,近本 光司,0-0
3,フォーク,138km/h,ボール  [セーフティバント、バント構え],勝野 昌慶,近本 光司,0-0
4,フォーク,135km/h,ファウル,勝野 昌慶,近本 光司,0-0
5,カーブ,123km/h,ボール  [ワンバウンド],勝野 昌慶,近本 光司,0-0
6,ストレート,148km/h,四球,勝野 昌慶,近本 光司,0-0
1,ストレート,147km/h,見逃し,勝野 昌慶,中野 拓夢,0-0
2,ストレート,148km/h,ボール,勝野 昌慶,中野 拓夢,0-0
3,カーブ,119km/h,見逃し,勝野 昌慶,中野 拓夢,0-0
4,フォーク,138km/h,遊併打,勝野 昌慶,中野 拓夢,0-0
1,ストレート,149km/h,ボール,アルカンタラ,岡林 勇希,0-0
2,ストレート,149km/h,見逃し,アルカンタラ,岡林 勇希,0-0
3,スプリット,133km/h,二ゴロ,アルカンタラ,岡林 勇希,0-0
1,スプリット,133km/h,ボール,アルカンタラ,A.マルティネス,0-0
2,スプリット,134km/h,中安,アルカンタラ,A.マルティネス,0-0
1,ストレート,-,左飛  [痛烈な当たり],アルカンタラ,ビシエド,0-0
1,ストレート,149km/h,ファウル  [ランエンドヒット],アルカンタラ,阿部 寿樹,0-0
2,ストレート,148km/h,ボール,アルカンタラ,阿部 寿樹,0-0
3,スプリット,135km/h,ファウル,アルカンタラ,阿部 寿樹,0-0
4,ストレート,149km/h,ファウル,アルカンタラ,阿部 寿樹,0-0
5,スプリット,135km/h,右飛,アルカンタラ,阿部 寿樹,0-0
1,スライダー,137km/h,見逃し,勝野 昌慶,糸井 嘉男,0-0
2,フォーク,138km/h,空振り,勝野 昌慶,糸井 嘉男,0-0
3,フォーク,141km/h,ボール  [ワンバウンド],勝野 昌慶,糸井 嘉男,0-0
4,ストレート,148km/h,ファウル,勝野 昌慶,糸井 嘉男,0-0
5,ストレート,148km/h,ファウル,勝野 昌慶,糸井 嘉男,0-0
6,フォーク,144km/h,ボール  [ワンバウンド],勝野 昌慶,糸井 嘉男,0-0
7,フォーク,141km/h,投ゴロ  [投手のグラブを弾く],勝野 昌慶,糸井 嘉男,0-0
1,ストレート,146km/h,ボール,勝野 昌慶,佐藤 輝明,0-0
2,フォーク,140km/h,空振り,勝野 昌慶,佐藤 輝明,0-0
3,フォーク,139km/h,右飛,勝野 昌慶,佐藤 輝明,0-0
1,スライダー,137km/h,ボール,勝野 昌慶,大山 悠輔,0-0
2,スライダー,138km/h,空振り,勝野 昌慶,大山 悠輔,0-0
3,スライダー,138km/h,遊ゴロ,勝野 昌慶,大山 悠輔,0-0
1,ストレート,147km/h,ボール,浜地 真澄,木下 拓哉,0-0
2,カットボール,136km/h,ボール,浜地 真澄,木下 拓哉,0-0
3,ストレート,145km/h,ファウル  [止めたバットに当たる],浜地 真澄,木下 拓哉,0-0
4,ストレート,145km/h,ファウル,浜地 真澄,木下 拓哉,0-0
5,ストレート,148km/h,二ゴロ  [送球がバウンド],浜地 真澄,木下 拓哉,0-0
1,ストレート,149km/h,中安  [詰り、バット折れる],浜地 真澄,石川 昂弥,0-0
1,ストレート,144km/h,投犠打,浜地 真澄,京田 陽太,0-0
1,カットボール,132km/h,一ゴロ,浜地 真澄,福留 孝介,0-0
1,ストレート,155km/h,見逃し,ロドリゲス,糸原 健斗,0-0
2,ストレート,157km/h,ファウル,ロドリゲス,糸原 健斗,0-0
3,ストレート,155km/h,ボール,ロドリゲス,糸原 健斗,0-0
4,縦スライダー,133km/h,ファウル,ロドリゲス,糸原 健斗,0-0
5,ストレート,155km/h,空三振,ロドリゲス,糸原 健斗,0-0
1,ツーシーム,155km/h,ボール,ロドリゲス,木浪 聖也,0-0
2,縦スライダー,133km/h,ボール,ロドリゲス,木浪 聖也,0-0
3,ストレート,155km/h,空振り,ロドリゲス,木浪 聖也,0-0
4,ストレート,153km/h,ボール,ロドリゲス,木浪 聖也,0-0
5,ストレート,156km/h,見逃し,ロドリゲス,木浪 聖也,0-0
6,ストレート,155km/h,ファウル,ロドリゲス,木浪 聖也,0-0
7,ストレート,153km/h,ファウル,ロドリゲス,木浪 聖也,0-0
8,ストレート,157km/h,空三振,ロドリゲス,木浪 聖也,0-0
1,ストレート,156km/h,遊ゴロ,ロドリゲス,坂本 誠志郎,0-0
1,ストレート,147km/h,見逃し,湯浅 京己,大島 洋平,0-0
2,ストレート,148km/h,ボール,湯浅 京己,大島 洋平,0-0
3,フォーク,140km/h,見逃し,湯浅 京己,大島 洋平,0-0
4,フォーク,140km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],湯浅 京己,大島 洋平,0-0
1,フォーク,137km/h,ボール,湯浅 京己,岡林 勇希,0-0
2,ストレート,149km/h,二ゴロ,湯浅 京己,岡林 勇希,0-0
1,ストレート,149km/h,ボール,湯浅 京己,A.マルティネス,0-0
2,フォーク,139km/h,ボール,湯浅 京己,A.マルティネス,0-0
3,ストレート,148km/h,ファウル,湯浅 京己,A.マルティネス,0-0
4,ストレート,149km/h,中飛,湯浅 京己,A.マルティネス,0-0
1,ストレート,155km/h,ボール,R.マルティネス,梅野 隆太郎,0-0
2,ストレート,154km/h,ファウル,R.マルティネス,梅野 隆太郎,0-0
3,ストレート,155km/h,見逃し,R.マルティネス,梅野 隆太郎,0-0
4,ストレート,155km/h,ボール,R.マルティネス,梅野 隆太郎,0-0
5,ストレート,154km/h,空三振,R.マルティネス,梅野 隆太郎,0-0
1,ツーシーム,154km/h,左飛,R.マルティネス,近本 光司,0-0
1,ストレート,155km/h,ボール,R.マルティネス,中野 拓夢,0-0
2,ストレート,154km/h,空振り  [ファウルチップ],R.マルティネス,中野 拓夢,0-0
3,ツーシーム,156km/h,左安,R.マルティネス,中野 拓夢,0-0
1,ストレート,151km/h,ボール,R.マルティネス,糸井 嘉男,0-0
2,ストレート,152km/h,ボール,R.マルティネス,糸井 嘉男,0-0
1,ストレート,151km/h,ボール,R.マルティネス,糸井 嘉男,0-0
2,ストレート,152km/h,ボール,R.マルティネス,糸井 嘉男,0-0
3,ストレート,151km/h,見逃し,R.マルティネス,糸井 嘉男,0-0
4,ストレート,152km/h,ファウル,R.マルティネス,糸井 嘉男,0-0
5,ストレート,154km/h,空三振  [ファウルチップ、投手ガッツポーズ],R.マルティネス,糸井 嘉男,0-0
1,カットボール,143km/h,ボール,加治屋 蓮,ビシエド,0-0
2,カットボール,143km/h,空振り,加治屋 蓮,ビシエド,0-0
3,カーブ,127km/h,ボール,加治屋 蓮,ビシエド,0-0
4,カットボール,143km/h,空振り,加治屋 蓮,ビシエド,0-0
5,フォーク,140km/h,空三振,加治屋 蓮,ビシエド,0-0
1,ストレート,147km/h,見逃し,加治屋 蓮,阿部 寿樹,0-0
2,カットボール,143km/h,空振り,加治屋 蓮,阿部 寿樹,0-0
3,フォーク,143km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],加治屋 蓮,阿部 寿樹,0-0
1,フォーク,141km/h,空振り,加治屋 蓮,木下 拓哉,0-0
2,ストレート,148km/h,見逃し,加治屋 蓮,木下 拓哉,0-0
3,カットボール,142km/h,ファウル,加治屋 蓮,木下 拓哉,0-0
4,フォーク,142km/h,ボール  [ワンバウンド],加治屋 蓮,木下 拓哉,0-0
5,フォーク,142km/h,空三振,加治屋 蓮,木下 拓哉,0-0
1,スプリット,140km/h,見逃し,清水 達也,佐藤 輝明,0-0
2,スプリット,141km/h,ボール  [ワンバウンド],清水 達也,佐藤 輝明,0-0
3,ストレート,150km/h,ボール,清水 達也,佐藤 輝明,0-0
4,スプリット,140km/h,投ゴロ  [ボテボテ],清水 達也,佐藤 輝明,0-0
1,ストレート,151km/h,ボール,清水 達也,大山 悠輔,0-0
2,カットボール,143km/h,見逃し,清水 達也,大山 悠輔,0-0
3,カットボール,140km/h,見逃し,清水 達也,大山 悠輔,0-0
4,スプリット,140km/h,遊ゴロ  [逆シングル],清水 達也,大山 悠輔,0-0
1,カーブ,126km/h,ボール  [ワンバウンド],清水 達也,糸原 健斗,0-0
2,スプリット,142km/h,ファウル,清水 達也,糸原 健斗,0-0
3,ストレート,151km/h,投ゴロ  [投手のグラブを弾く],清水 達也,糸原 健斗,0-0
1,カットボール,140km/h,ボール,加治屋 蓮,石川 昂弥,0-0
2,カットボール,140km/h,遊ゴロ,加治屋 蓮,石川 昂弥,0-0
1,カーブ,124km/h,ボール,加治屋 蓮,京田 陽太,0-0
2,ストレート,147km/h,見逃し,加治屋 蓮,京田 陽太,0-0
3,フォーク,142km/h,ボール  [ワンバウンド],加治屋 蓮,京田 陽太,0-0
4,ストレート,146km/h,中２  [好走塁],加治屋 蓮,京田 陽太,0-0
1,フォーク,141km/h,ボール  [ワンバウンド、捕手後逸阻止],加治屋 蓮,根尾 昂,0-0
2,カーブ,126km/h,見逃し,加治屋 蓮,根尾 昂,0-0
3,フォーク,136km/h,ボール  [ワンバウンド],加治屋 蓮,根尾 昂,0-0
4,フォーク,140km/h,ボール,加治屋 蓮,根尾 昂,0-0
5,カットボール,140km/h,四球,加治屋 蓮,根尾 昂,0-0
1,フォーク,142km/h,空振り  [ワンバウンド],加治屋 蓮,大島 洋平,0-1
2,フォーク,139km/h,空振り,加治屋 蓮,大島 洋平,0-1
3,フォーク,-,右安  [サヨナラ、観客大歓声、チームメイトから手荒い祝福を受ける],加治屋 蓮,大島 洋平,0-1
1,ストレート,-,二ゴロ,松本 航,淺間 大基,0-0
1,ストレート,148km/h,見逃し,松本 航,松本 剛,0-0
2,ストレート,149km/h,見逃し,松本 航,松本 剛,0-0
3,フォーク,138km/h,二ゴロ,松本 航,松本 剛,0-0
1,カーブ,107km/h,ボール,松本 航,近藤 健介,0-0
2,ストレート,149km/h,見逃し,松本 航,近藤 健介,0-0
3,カーブ,111km/h,左飛,松本 航,近藤 健介,0-0
1,ストレート,142km/h,ボール,立野 和明,鈴木 将平,0-0
2,ストレート,143km/h,見逃し,立野 和明,鈴木 将平,0-0
3,ストレート,144km/h,二ゴロ,立野 和明,鈴木 将平,0-0
1,スライダー,130km/h,見逃し,立野 和明,岸 潤一郎,0-0
2,スライダー,131km/h,ボール,立野 和明,岸 潤一郎,0-0
3,ストレート,144km/h,ファウル,立野 和明,岸 潤一郎,0-0
4,ストレート,146km/h,右安,立野 和明,岸 潤一郎,0-0
1,カットボール,138km/h,右２,立野 和明,オグレディ,0-1
1,カットボール,139km/h,右安,立野 和明,呉 念庭,0-2
1,スライダー,131km/h,ボール,立野 和明,外崎 修汰,0-2
2,スライダー,131km/h,遊併打  [引っかけ],立野 和明,外崎 修汰,0-2
1,ストレート,148km/h,三飛,松本 航,清宮 幸太郎,0-2
1,カットボール,138km/h,ファウル,松本 航,野村 佑希,0-2
2,スライダー,123km/h,中飛,松本 航,野村 佑希,0-2
1,フォーク,135km/h,空振り,松本 航,アルカンタラ,0-2
2,フォーク,136km/h,ボール  [ワンバウンド],松本 航,アルカンタラ,0-2
3,ストレート,147km/h,ファウル,松本 航,アルカンタラ,0-2
4,ストレート,149km/h,ボール,松本 航,アルカンタラ,0-2
5,ストレート,148km/h,ファウル,松本 航,アルカンタラ,0-2
6,カーブ,112km/h,空三振  [泳ぎ],松本 航,アルカンタラ,0-2
1,カットボール,137km/h,見逃し,立野 和明,栗山 巧,0-2
2,ストレート,143km/h,ボール,立野 和明,栗山 巧,0-2
3,カーブ,117km/h,見逃し,立野 和明,栗山 巧,0-2
4,スプリット,133km/h,二ゴロ,立野 和明,栗山 巧,0-2
1,スライダー,133km/h,ボール,立野 和明,ジャンセン・ウィティ,0-2
2,カットボール,137km/h,ファウル,立野 和明,ジャンセン・ウィティ,0-2
3,スライダー,133km/h,ファウル,立野 和明,ジャンセン・ウィティ,0-2
4,ストレート,144km/h,中安,立野 和明,ジャンセン・ウィティ,0-2
1,ストレート,143km/h,ファウル,立野 和明,牧野 翔矢,0-2
2,ストレート,144km/h,ファウル,立野 和明,牧野 翔矢,0-2
3,スプリット,134km/h,二ゴロ  [引っかけ、バックトス、併殺崩れ],立野 和明,牧野 翔矢,0-2
1,ストレート,145km/h,見逃し,立野 和明,源田 壮亮,0-2
2,スプリット,135km/h,捕ゴロ  [バットの先、ボテボテ、素手で捕球],立野 和明,源田 壮亮,0-2
1,ストレート,150km/h,見逃し,松本 航,石井 一成,0-2
2,ストレート,148km/h,見逃し,松本 航,石井 一成,0-2
3,ストレート,149km/h,ボール,松本 航,石井 一成,0-2
4,ストレート,147km/h,見三振  [構えたところにズバリ],松本 航,石井 一成,0-2
1,フォーク,136km/h,ボール,松本 航,古川 裕大,0-2
2,ストレート,150km/h,ファウル,松本 航,古川 裕大,0-2
3,ストレート,147km/h,ファウル,松本 航,古川 裕大,0-2
4,ストレート,148km/h,ボール,松本 航,古川 裕大,0-2
5,スライダー,121km/h,ファウル,松本 航,古川 裕大,0-2
6,ストレート,149km/h,ボール,松本 航,古川 裕大,0-2
7,ストレート,149km/h,二ゴロ,松本 航,古川 裕大,0-2
1,ストレート,147km/h,見逃し,松本 航,万波 中正,0-2
2,カットボール,143km/h,ボール,松本 航,万波 中正,0-2
3,ストレート,146km/h,捕邪飛,松本 航,万波 中正,0-2
1,カーブ,118km/h,右２  [ライン際],立野 和明,鈴木 将平,0-2
1,ストレート,141km/h,一犠打,立野 和明,岸 潤一郎,0-2
1,ストレート,144km/h,ファウル,立野 和明,オグレディ,0-3
2,スプリット,136km/h,右２  [フェンス直撃、ヘッドスライディング],立野 和明,オグレディ,0-3
1,ストレート,143km/h,ボール,立野 和明,呉 念庭,0-3
2,ストレート,143km/h,ファウル,立野 和明,呉 念庭,0-3
3,ストレート,141km/h,ファウル,立野 和明,呉 念庭,0-3
4,ストレート,143km/h,ボール,立野 和明,呉 念庭,0-3
5,カーブ,118km/h,ボール  [ワンバウンド],立野 和明,呉 念庭,0-3
1,ストレート,143km/h,ボール,立野 和明,呉 念庭,0-3
2,ストレート,143km/h,ファウル,立野 和明,呉 念庭,0-3
3,ストレート,141km/h,ファウル,立野 和明,呉 念庭,0-3
4,ストレート,143km/h,ボール,立野 和明,呉 念庭,0-3
5,カーブ,118km/h,ボール  [ワンバウンド],立野 和明,呉 念庭,0-3
6,ストレート,143km/h,二直  [内野中間守備、痛烈な当たり],立野 和明,呉 念庭,0-3
1,カーブ,120km/h,見逃し,立野 和明,外崎 修汰,0-4
2,ストレート,144km/h,中安  [詰り],立野 和明,外崎 修汰,0-4
1,カットボール,141km/h,二ゴロ  [グラブ弾く],立野 和明,栗山 巧,0-4
1,スライダー,121km/h,ボール,松本 航,淺間 大基,0-4
2,カットボール,139km/h,遊ゴロ  [詰り],松本 航,淺間 大基,0-4
1,スライダー,124km/h,ボール,松本 航,松本 剛,0-4
2,ストレート,147km/h,ファウル,松本 航,松本 剛,0-4
3,ストレート,-,右飛  [詰り],松本 航,松本 剛,0-4
1,カーブ,111km/h,ボール,松本 航,近藤 健介,0-4
2,カーブ,111km/h,見逃し,松本 航,近藤 健介,0-4
3,カットボール,139km/h,ボール  [ワンバウンド],松本 航,近藤 健介,0-4
4,ストレート,146km/h,ファウル,松本 航,近藤 健介,0-4
5,ストレート,148km/h,ボール,松本 航,近藤 健介,0-4
6,ストレート,148km/h,ファウル,松本 航,近藤 健介,0-4
7,カーブ,115km/h,四球  [ワンバウンド],松本 航,近藤 健介,0-4
1,カットボール,141km/h,ボール  [ワンバウンド],松本 航,清宮 幸太郎,0-4
2,ストレート,148km/h,見逃し,松本 航,清宮 幸太郎,0-4
3,ストレート,149km/h,ファウル,松本 航,清宮 幸太郎,0-4
4,フォーク,134km/h,ファウル,松本 航,清宮 幸太郎,0-4
5,ストレート,146km/h,空三振  [高めのつり球を要求],松本 航,清宮 幸太郎,0-4
1,ストレート,145km/h,見逃し,吉田 輝星,ジャンセン・ウィティ,0-4
2,ストレート,147km/h,見逃し,吉田 輝星,ジャンセン・ウィティ,0-4
3,ストレート,146km/h,ボール,吉田 輝星,ジャンセン・ウィティ,0-4
4,フォーク,130km/h,三ゴロ  [引っかけ],吉田 輝星,ジャンセン・ウィティ,0-4
1,ストレート,146km/h,見逃し,吉田 輝星,牧野 翔矢,0-4
2,ストレート,144km/h,ボール,吉田 輝星,牧野 翔矢,0-4
3,フォーク,132km/h,空振り,吉田 輝星,牧野 翔矢,0-4
4,フォーク,137km/h,空三振,吉田 輝星,牧野 翔矢,0-4
1,ストレート,144km/h,ボール,吉田 輝星,源田 壮亮,0-4
2,ストレート,147km/h,ファウル,吉田 輝星,源田 壮亮,0-4
3,フォーク,135km/h,中飛,吉田 輝星,源田 壮亮,0-4
1,ストレート,147km/h,ボール,松本 航,野村 佑希,0-4
2,ストレート,145km/h,左２  [フェンス直撃],松本 航,野村 佑希,0-4
1,ストレート,145km/h,見逃し  [セーフティバント、バント構え],松本 航,アルカンタラ,0-4
2,スライダー,119km/h,ファウル,松本 航,アルカンタラ,0-4
3,ストレート,146km/h,ファウル  [高めのつり球を要求],松本 航,アルカンタラ,0-4
4,ストレート,145km/h,遊飛,松本 航,アルカンタラ,0-4
1,ストレート,145km/h,右本,松本 航,石井 一成,2-4
1,ストレート,148km/h,中飛,松本 航,古川 裕大,2-4
1,カットボール,138km/h,ボール,松本 航,万波 中正,2-4
2,カットボール,140km/h,左飛,松本 航,万波 中正,2-4
1,ストレート,147km/h,ボール,吉田 輝星,鈴木 将平,2-4
2,ストレート,146km/h,ファウル,吉田 輝星,鈴木 将平,2-4
3,ストレート,145km/h,三ゴロ  [痛烈な当たり、野手の正面をつく],吉田 輝星,鈴木 将平,2-4
1,ストレート,148km/h,見逃し,吉田 輝星,岸 潤一郎,2-4
