投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,ストレート,148km/h,ボール,大瀬良 大地,中田 翔,3-5,●●●
2,ストレート,147km/h,二飛  [投手吼える],大瀬良 大地,中田 翔,3-5,●●●
1,ツーシーム,145km/h,ボール,戸根 千明,會澤 翼,3-5,
2,スライダー,131km/h,ファウル,戸根 千明,會澤 翼,3-5,
3,チェンジアップ,123km/h,ボール,戸根 千明,會澤 翼,3-5,
4,ストレート,143km/h,ボール,戸根 千明,會澤 翼,3-5,
5,スライダー,130km/h,見逃し,戸根 千明,會澤 翼,3-5,
6,ストレート,141km/h,四球,戸根 千明,會澤 翼,3-5,
1,スライダー,-,ボール  [セーフティバント、バント構え],戸根 千明,羽月 隆太郎,3-5,
2,ストレート,143km/h,見逃し  [バント構え],戸根 千明,羽月 隆太郎,3-5,
3,ストレート,142km/h,ファウル  [バントファウル],戸根 千明,羽月 隆太郎,3-5,
4,スライダー,132km/h,ボール,戸根 千明,羽月 隆太郎,3-5,
5,カットボール,132km/h,左安,戸根 千明,羽月 隆太郎,3-5,
1,ストレート,144km/h,一犠打  [セーフティバント],戸根 千明,中村 健人,3-5,●
1,ストレート,147km/h,見逃し,戸根 千明,堂林 翔太,3-5,●●
2,チェンジアップ,125km/h,空振り,戸根 千明,堂林 翔太,3-5,●●
3,チェンジアップ,121km/h,ボール  [ワンバウンド、捕手後逸阻止],戸根 千明,堂林 翔太,3-5,●●
4,ストレート,145km/h,見三振  [悔しがる],戸根 千明,堂林 翔太,3-5,●●
1,ストレート,-,ボール,戸根 千明,上本 崇司,3-5,●●●
2,ストレート,143km/h,見逃し,戸根 千明,上本 崇司,3-5,●●●
3,スライダー,126km/h,ファウル,戸根 千明,上本 崇司,3-5,●●●
4,ストレート,149km/h,ファウル,戸根 千明,上本 崇司,3-5,●●●
5,カットボール,130km/h,ファウル,戸根 千明,上本 崇司,3-5,●●●
6,ストレート,146km/h,一邪飛  [悔しがる],戸根 千明,上本 崇司,3-5,●●●
1,ストレート,149km/h,ボール,矢崎 拓也,八百板 卓丸,3-5,
2,ストレート,-,空振り,矢崎 拓也,八百板 卓丸,3-5,
3,フォーク,138km/h,ボール,矢崎 拓也,八百板 卓丸,3-5,
4,ストレート,151km/h,ボール,矢崎 拓也,八百板 卓丸,3-5,
5,ストレート,-,空振り,矢崎 拓也,八百板 卓丸,3-5,
6,ストレート,151km/h,ファウル,矢崎 拓也,八百板 卓丸,3-5,
7,フォーク,142km/h,四球,矢崎 拓也,八百板 卓丸,3-5,
1,スライダー,-,ボール,矢崎 拓也,増田 陸,3-5,●●
2,ストレート,151km/h,ファウル,矢崎 拓也,増田 陸,3-5,●●
3,スライダー,134km/h,遊併打,矢崎 拓也,増田 陸,3-5,●●
1,フォーク,141km/h,ボール,矢崎 拓也,丸 佳浩,3-5,●●
2,ストレート,151km/h,見逃し,矢崎 拓也,丸 佳浩,3-5,●●
3,スライダー,134km/h,ボール,矢崎 拓也,丸 佳浩,3-5,●●
4,フォーク,140km/h,ボール,矢崎 拓也,丸 佳浩,3-5,●●
5,ストレート,151km/h,四球,矢崎 拓也,丸 佳浩,3-5,●●
1,スライダー,134km/h,見逃し,矢崎 拓也,ウォーカー,3-5,●●●
2,ストレート,-,空振り,矢崎 拓也,ウォーカー,3-5,●●●
3,フォーク,142km/h,中飛,矢崎 拓也,ウォーカー,3-5,●●●
1,ストレート,-,中安,赤星 優志,小園 海斗,3-5,
1,ストレート,145km/h,一犠打  [セーフティバント、プッシュバント],赤星 優志,菊池 涼介,3-5,●
1,ストレート,145km/h,見逃し,赤星 優志,マクブルーム,3-5,●●
2,カーブ,116km/h,空振り,赤星 優志,マクブルーム,3-5,●●
3,カットボール,132km/h,ボール,赤星 優志,マクブルーム,3-5,●●
4,ストレート,-,ボール,赤星 優志,マクブルーム,3-5,●●
5,カーブ,117km/h,ファウル,赤星 優志,マクブルーム,3-5,●●
6,ストレート,148km/h,ボール,赤星 優志,マクブルーム,3-5,●●
7,カーブ,116km/h,空三振,赤星 優志,マクブルーム,3-5,●●
1,ストレート,147km/h,見逃し,赤星 優志,會澤 翼,3-5,●●●
2,カーブ,-,ボール,赤星 優志,會澤 翼,3-5,●●●
3,ストレート,146km/h,空振り,赤星 優志,會澤 翼,3-5,●●●
4,ストレート,146km/h,ファウル,赤星 優志,會澤 翼,3-5,●●●
5,カーブ,118km/h,ボール  [ワンバウンド],赤星 優志,會澤 翼,3-5,●●●
6,ツーシーム,146km/h,三ゴロ,赤星 優志,會澤 翼,3-5,●●●
1,ストレート,-,空振り,森浦 大輔,岡本 和真,3-5,
2,カーブ,118km/h,ボール,森浦 大輔,岡本 和真,3-5,
3,カーブ,120km/h,ボール  [ワンバウンド],森浦 大輔,岡本 和真,3-5,
4,チェンジアップ,-,空振り,森浦 大輔,岡本 和真,3-5,
5,ストレート,147km/h,ファウル,森浦 大輔,岡本 和真,3-5,
6,チェンジアップ,128km/h,ボール,森浦 大輔,岡本 和真,3-5,
7,チェンジアップ,126km/h,ファウル,森浦 大輔,岡本 和真,3-5,
8,ストレート,145km/h,遊安  [送球がバウンド],森浦 大輔,岡本 和真,3-5,
1,チェンジアップ,132km/h,ファウル,森浦 大輔,坂本 勇人,3-5,
2,ストレート,145km/h,ボール,森浦 大輔,坂本 勇人,3-5,
3,ストレート,-,左安,森浦 大輔,坂本 勇人,3-5,
1,チェンジアップ,-,空振り,森浦 大輔,石川 慎吾,3-5,●
2,ストレート,145km/h,見逃し,森浦 大輔,石川 慎吾,3-5,●
3,ストレート,143km/h,空三振  [ハーフスイング],森浦 大輔,石川 慎吾,3-5,●
1,ストレート,-,ボール,森浦 大輔,大城 卓三,3-5,●●
2,カーブ,118km/h,見逃し,森浦 大輔,大城 卓三,3-5,●●
3,ストレート,144km/h,ファウル  [自打球、苦悶の表情],森浦 大輔,大城 卓三,3-5,●●
4,カーブ,122km/h,ボール  [ハーフスイング],森浦 大輔,大城 卓三,3-5,●●
5,チェンジアップ,128km/h,ファウル,森浦 大輔,大城 卓三,3-5,●●
6,ストレート,145km/h,見三振  [構えたところにズバリ、全く反応できず],森浦 大輔,大城 卓三,3-5,●●
1,ストレート,143km/h,ボール,森浦 大輔,中田 翔,3-5,●●
2,チェンジアップ,130km/h,ファウル,森浦 大輔,中田 翔,3-5,●●
3,ストレート,146km/h,ボール,森浦 大輔,中田 翔,3-5,●●
4,カーブ,120km/h,ボール,森浦 大輔,中田 翔,3-5,●●
5,ストレート,145km/h,空振り  [フルスイング],森浦 大輔,中田 翔,3-5,●●
6,チェンジアップ,131km/h,四球,森浦 大輔,中田 翔,3-5,●●
1,カーブ,-,ボール,森浦 大輔,中島 宏之,3-5,●●●
2,ストレート,144km/h,ファウル,森浦 大輔,中島 宏之,3-5,●●●
3,ストレート,145km/h,空振り  [ハーフスイング],森浦 大輔,中島 宏之,3-5,●●●
4,ストレート,145km/h,ファウル,森浦 大輔,中島 宏之,3-5,●●●
5,チェンジアップ,131km/h,ボール,森浦 大輔,中島 宏之,3-5,●●●
6,カーブ,122km/h,一飛,森浦 大輔,中島 宏之,3-5,●●●
1,カーブ,115km/h,ボール,桜井 俊貴,宇草 孔基,3-5,●
2,カーブ,115km/h,見逃し,桜井 俊貴,宇草 孔基,3-5,●
3,カットボール,128km/h,ボール,桜井 俊貴,宇草 孔基,3-5,●
4,ストレート,144km/h,ボール,桜井 俊貴,宇草 孔基,3-5,●
5,カーブ,-,空振り,桜井 俊貴,宇草 孔基,3-5,●
6,ストレート,143km/h,ファウル,桜井 俊貴,宇草 孔基,3-5,●
7,ストレート,142km/h,左飛,桜井 俊貴,宇草 孔基,3-5,●
1,カーブ,-,見逃し,桜井 俊貴,中村 健人,3-5,●●
2,ストレート,142km/h,ボール,桜井 俊貴,中村 健人,3-5,●●
3,カーブ,114km/h,ボール,桜井 俊貴,中村 健人,3-5,●●
4,ストレート,139km/h,ボール,桜井 俊貴,中村 健人,3-5,●●
5,ストレート,145km/h,ファウル,桜井 俊貴,中村 健人,3-5,●●
6,ストレート,145km/h,一直  [野手の正面をつく],桜井 俊貴,中村 健人,3-5,●●
1,カットボール,137km/h,ボール,桜井 俊貴,堂林 翔太,3-5,●●●
2,ストレート,143km/h,見逃し,桜井 俊貴,堂林 翔太,3-5,●●●
3,カットボール,136km/h,ボール,桜井 俊貴,堂林 翔太,3-5,●●●
4,カーブ,120km/h,空振り,桜井 俊貴,堂林 翔太,3-5,●●●
5,カーブ,122km/h,ファウル,桜井 俊貴,堂林 翔太,3-5,●●●
6,カーブ,119km/h,空三振  [ワンバウンド],桜井 俊貴,堂林 翔太,3-5,●●●
1,フォーク,135km/h,見逃し,栗林 良吏,重信 慎之介,3-5,●
2,ストレート,149km/h,ファウル,栗林 良吏,重信 慎之介,3-5,●
3,カーブ,131km/h,遊ゴロ,栗林 良吏,重信 慎之介,3-5,●
1,ストレート,-,ボール,栗林 良吏,丸 佳浩,3-5,●●
2,ストレート,149km/h,ボール,栗林 良吏,丸 佳浩,3-5,●●
3,ストレート,-,左飛,栗林 良吏,丸 佳浩,3-5,●●
1,カーブ,124km/h,ボール,栗林 良吏,ウォーカー,3-5,●●●
2,フォーク,-,空振り,栗林 良吏,ウォーカー,3-5,●●●
3,フォーク,-,空振り,栗林 良吏,ウォーカー,3-5,●●●
4,フォーク,139km/h,空三振  [投手ガッツポーズ],栗林 良吏,ウォーカー,3-5,●●●
1,ストレート,144km/h,ボール,上沢 直之,福田 周平,0-0,
2,カットボール,141km/h,ボール,上沢 直之,福田 周平,0-0,
3,ストレート,142km/h,ボール,上沢 直之,福田 周平,0-0,
4,ストレート,140km/h,見逃し,上沢 直之,福田 周平,0-0,
5,ストレート,141km/h,四球,上沢 直之,福田 周平,0-0,
1,ストレート,145km/h,ファウル  [セーフティバント、バントファウル],上沢 直之,宗 佑磨,0-0,●●
2,ツーシーム,148km/h,空振り,上沢 直之,宗 佑磨,0-0,●●
3,フォーク,142km/h,投併打,上沢 直之,宗 佑磨,0-0,●●
1,ツーシーム,144km/h,ボール,上沢 直之,中川 圭太,0-0,●●
2,ツーシーム,145km/h,死球,上沢 直之,中川 圭太,0-0,●●
1,ナックルカーブ,117km/h,ボール,上沢 直之,吉田 正尚,0-0,●●●
2,ストレート,146km/h,遊ゴロ  [詰り],上沢 直之,吉田 正尚,0-0,●●●
1,ストレート,146km/h,ファウル,山岡 泰輔,淺間 大基,0-0,●
2,ストレート,146km/h,ボール  [高めのつり球を要求],山岡 泰輔,淺間 大基,0-0,●
3,ストレート,147km/h,三邪飛,山岡 泰輔,淺間 大基,0-0,●
1,カットボール,139km/h,二ゴロ,山岡 泰輔,宮田 輝星,0-0,●●
1,ストレート,147km/h,ファウル,山岡 泰輔,野村 佑希,0-0,●●●
2,ナックルカーブ,104km/h,見逃し,山岡 泰輔,野村 佑希,0-0,●●●
3,ストレート,148km/h,ボール,山岡 泰輔,野村 佑希,0-0,●●●
4,ストレート,146km/h,見三振  [構えたところにズバリ、全く反応できず],山岡 泰輔,野村 佑希,0-0,●●●
1,スライダー,129km/h,見逃し,上沢 直之,杉本 裕太郎,0-0,●
2,ストレート,145km/h,見逃し,上沢 直之,杉本 裕太郎,0-0,●
3,チェンジアップ,128km/h,ボール  [ワンバウンド],上沢 直之,杉本 裕太郎,0-0,●
4,ツーシーム,142km/h,空三振  [ファウルチップ],上沢 直之,杉本 裕太郎,0-0,●
1,ナックルカーブ,117km/h,見逃し,上沢 直之,マッカーシー,0-0,●
2,カットボール,144km/h,左２  [ライン際、逆球],上沢 直之,マッカーシー,0-0,●
1,ツーシーム,143km/h,ファウル,上沢 直之,安達 了一,0-0,●●
2,スライダー,133km/h,ボール,上沢 直之,安達 了一,0-0,●●
3,スライダー,131km/h,見逃し,上沢 直之,安達 了一,0-0,●●
4,フォーク,139km/h,ボール  [ワンバウンド],上沢 直之,安達 了一,0-0,●●
5,スライダー,134km/h,ボール,上沢 直之,安達 了一,0-0,●●
6,ツーシーム,145km/h,一ゴロ  [右打ち],上沢 直之,安達 了一,0-0,●●
1,ツーシーム,144km/h,ボール,上沢 直之,若月 健矢,0-0,●●
2,スライダー,130km/h,見逃し,上沢 直之,若月 健矢,0-0,●●
3,ツーシーム,143km/h,空振り,上沢 直之,若月 健矢,0-0,●●
4,ストレート,149km/h,ボール,上沢 直之,若月 健矢,0-0,●●
5,ストレート,150km/h,ボール,上沢 直之,若月 健矢,0-0,●●
6,チェンジアップ,131km/h,四球  [ワンバウンド],上沢 直之,若月 健矢,0-0,●●
1,スライダー,133km/h,ボール,上沢 直之,紅林 弘太郎,0-0,●●●
2,ストレート,148km/h,二飛,上沢 直之,紅林 弘太郎,0-0,●●●
1,ストレート,145km/h,ファウル,山岡 泰輔,松本 剛,0-0,●
2,ストレート,145km/h,ボール,山岡 泰輔,松本 剛,0-0,●
3,縦スライダー,133km/h,ファウル,山岡 泰輔,松本 剛,0-0,●
4,縦スライダー,135km/h,ファウル,山岡 泰輔,松本 剛,0-0,●
5,ストレート,145km/h,ボール  [高めのつり球を要求],山岡 泰輔,松本 剛,0-0,●
6,ストレート,147km/h,見三振  [構えたところにズバリ],山岡 泰輔,松本 剛,0-0,●
1,ナックルカーブ,119km/h,ボール,山岡 泰輔,近藤 健介,0-0,●
2,縦スライダー,133km/h,見逃し,山岡 泰輔,近藤 健介,0-0,●
3,ストレート,147km/h,見逃し,山岡 泰輔,近藤 健介,0-0,●
4,縦スライダー,135km/h,二失,山岡 泰輔,近藤 健介,0-0,●
1,カットボール,139km/h,ボール,山岡 泰輔,清宮 幸太郎,0-0,●●
2,縦スライダー,133km/h,見逃し,山岡 泰輔,清宮 幸太郎,0-0,●●
3,ストレート,144km/h,ボール,山岡 泰輔,清宮 幸太郎,0-0,●●
4,縦スライダー,133km/h,右飛  [慌てて戻る],山岡 泰輔,清宮 幸太郎,0-0,●●
1,カットボール,140km/h,ボール,山岡 泰輔,石井 一成,0-1,●●
2,カットボール,139km/h,ファウル,山岡 泰輔,石井 一成,0-1,●●
3,ストレート,143km/h,中３,山岡 泰輔,石井 一成,0-1,●●
1,縦スライダー,134km/h,ボール,山岡 泰輔,石川 亮,0-1,●●●
2,縦スライダー,133km/h,見逃し,山岡 泰輔,石川 亮,0-1,●●●
3,チェンジアップ,121km/h,見逃し,山岡 泰輔,石川 亮,0-1,●●●
4,ストレート,145km/h,ボール  [ハーフスイング],山岡 泰輔,石川 亮,0-1,●●●
5,縦スライダー,133km/h,二飛,山岡 泰輔,石川 亮,0-1,●●●
1,カットボール,141km/h,中安,上沢 直之,福田 周平,0-1,
1,チェンジアップ,132km/h,ボール  [ワンバウンド],上沢 直之,宗 佑磨,0-1,●
2,ストレート,144km/h,見逃し,上沢 直之,宗 佑磨,0-1,●
3,フォーク,138km/h,左飛,上沢 直之,宗 佑磨,0-1,●
1,カットボール,142km/h,ボール,上沢 直之,中川 圭太,0-1,●●
2,カットボール,144km/h,見逃し,上沢 直之,中川 圭太,0-1,●●
3,スライダー,129km/h,ボール,上沢 直之,中川 圭太,0-1,●●
4,ストレート,144km/h,一邪飛,上沢 直之,中川 圭太,0-1,●●
1,ストレート,145km/h,ボール,上沢 直之,吉田 正尚,0-1,●●
2,ストレート,145km/h,ボール,上沢 直之,吉田 正尚,0-1,●●
3,ストレート,147km/h,見逃し,上沢 直之,吉田 正尚,0-1,●●
4,ストレート,145km/h,中安,上沢 直之,吉田 正尚,0-1,●●
1,スライダー,132km/h,空振り,上沢 直之,杉本 裕太郎,0-1,●●●
2,ストレート,147km/h,一邪飛,上沢 直之,杉本 裕太郎,0-1,●●●
1,縦スライダー,130km/h,見逃し,山岡 泰輔,上川畑 大悟,0-1,●
2,ストレート,145km/h,ボール,山岡 泰輔,上川畑 大悟,0-1,●
3,チェンジアップ,113km/h,空振り  [泳ぎ],山岡 泰輔,上川畑 大悟,0-1,●
4,ストレート,145km/h,中飛,山岡 泰輔,上川畑 大悟,0-1,●
1,カットボール,140km/h,ボール,山岡 泰輔,淺間 大基,0-1,●●
2,ストレート,145km/h,空振り,山岡 泰輔,淺間 大基,0-1,●●
3,ストレート,146km/h,ボール,山岡 泰輔,淺間 大基,0-1,●●
4,ストレート,146km/h,ファウル,山岡 泰輔,淺間 大基,0-1,●●
5,チェンジアップ,115km/h,左飛,山岡 泰輔,淺間 大基,0-1,●●
1,カットボール,140km/h,左飛,山岡 泰輔,宮田 輝星,0-1,●●●
1,カットボール,144km/h,見逃し,上沢 直之,マッカーシー,0-1,
2,チェンジアップ,126km/h,右安,上沢 直之,マッカーシー,0-1,
1,ツーシーム,-,捕犠打  [セーフティバント],上沢 直之,宜保 翔,0-1,●
1,フォーク,139km/h,空振り,上沢 直之,若月 健矢,0-1,●
2,フォーク,138km/h,空振り  [ワンバウンド],上沢 直之,若月 健矢,0-1,●
3,フォーク,139km/h,ボール  [ワンバウンド],上沢 直之,若月 健矢,0-1,●
4,フォーク,140km/h,ファウル,上沢 直之,若月 健矢,0-1,●
5,スライダー,132km/h,ファウル,上沢 直之,若月 健矢,0-1,●
6,ストレート,148km/h,ボール,上沢 直之,若月 健矢,0-1,●
7,ツーシーム,143km/h,ファウル,上沢 直之,若月 健矢,0-1,●
8,ストレート,146km/h,左安,上沢 直之,若月 健矢,0-1,●
1,カットボール,145km/h,ボール,上沢 直之,紅林 弘太郎,0-1,●
2,スライダー,131km/h,ボール,上沢 直之,紅林 弘太郎,0-1,●
3,ストレート,146km/h,ボール,上沢 直之,紅林 弘太郎,0-1,●
4,ストレート,147km/h,見逃し,上沢 直之,紅林 弘太郎,0-1,●
5,ツーシーム,144km/h,四球,上沢 直之,紅林 弘太郎,0-1,●
1,ストレート,148km/h,ボール,上沢 直之,福田 周平,0-1,●●
2,カットボール,145km/h,左邪飛  [走者動けず],上沢 直之,福田 周平,0-1,●●
1,ストレート,149km/h,見逃し,上沢 直之,宗 佑磨,0-1,●●●
2,ストレート,146km/h,ファウル  [ライン際],上沢 直之,宗 佑磨,0-1,●●●
3,ストレート,147km/h,ファウル,上沢 直之,宗 佑磨,0-1,●●●
4,フォーク,141km/h,ボール,上沢 直之,宗 佑磨,0-1,●●●
5,ナックルカーブ,123km/h,見三振  [全く反応できず、投手吼える],上沢 直之,宗 佑磨,0-1,●●●
1,縦スライダー,133km/h,空振り  [ハーフスイング],山岡 泰輔,野村 佑希,0-1,
2,縦スライダー,134km/h,左２,山岡 泰輔,野村 佑希,0-1,
1,カットボール,137km/h,投犠打  [セーフティバント],山岡 泰輔,松本 剛,0-1,●
1,ストレート,144km/h,ボール,山岡 泰輔,近藤 健介,0-1,●●
2,縦スライダー,135km/h,見逃し,山岡 泰輔,近藤 健介,0-1,●●
3,ストレート,145km/h,ボール,山岡 泰輔,近藤 健介,0-1,●●
4,カットボール,141km/h,空振り,山岡 泰輔,近藤 健介,0-1,●●
5,カットボール,142km/h,空三振,山岡 泰輔,近藤 健介,0-1,●●
1,ストレート,145km/h,ボール  [高めのつり球を要求],山岡 泰輔,清宮 幸太郎,0-2,●●
2,チェンジアップ,120km/h,二失,山岡 泰輔,清宮 幸太郎,0-2,●●
1,ストレート,-,一ゴロ,山岡 泰輔,石井 一成,0-2,●●●
1,ナックルカーブ,112km/h,見逃し,上沢 直之,中川 圭太,0-2,●
2,フォーク,139km/h,ボール,上沢 直之,中川 圭太,0-2,●
3,ストレート,144km/h,左飛,上沢 直之,中川 圭太,0-2,●
1,スライダー,127km/h,ボール,上沢 直之,吉田 正尚,0-2,●
2,チェンジアップ,130km/h,ボール,上沢 直之,吉田 正尚,0-2,●
3,ストレート,141km/h,ボール,上沢 直之,吉田 正尚,0-2,●
4,ストレート,142km/h,見逃し,上沢 直之,吉田 正尚,0-2,●
5,ストレート,143km/h,四球,上沢 直之,吉田 正尚,0-2,●
1,ツーシーム,143km/h,見逃し,上沢 直之,杉本 裕太郎,0-2,●●
2,フォーク,139km/h,空振り,上沢 直之,杉本 裕太郎,0-2,●●
3,フォーク,140km/h,ボール  [ワンバウンド、捕手後逸阻止],上沢 直之,杉本 裕太郎,0-2,●●
4,スライダー,133km/h,ボール,上沢 直之,杉本 裕太郎,0-2,●●
5,スライダー,132km/h,ファウル,上沢 直之,杉本 裕太郎,0-2,●●
6,フォーク,139km/h,空三振  [ハーフスイング],上沢 直之,杉本 裕太郎,0-2,●●
1,ストレート,144km/h,見逃し,上沢 直之,マッカーシー,0-2,●●●
2,スライダー,129km/h,見逃し,上沢 直之,マッカーシー,0-2,●●●
3,フォーク,141km/h,ファウル  [捕手悶絶],上沢 直之,マッカーシー,0-2,●●●
4,フォーク,141km/h,中飛  [当てただけ],上沢 直之,マッカーシー,0-2,●●●
1,カットボール,138km/h,空振り,山岡 泰輔,石川 亮,0-2,●
2,縦スライダー,133km/h,ボール,山岡 泰輔,石川 亮,0-2,●
3,カットボール,139km/h,三ゴロ  [ライン際、逆シングル、ジャンピングスロー、好プレイ],山岡 泰輔,石川 亮,0-2,●
1,カットボール,139km/h,一ゴロ,山岡 泰輔,上川畑 大悟,0-2,●●
1,ストレート,144km/h,ファウル,山岡 泰輔,淺間 大基,0-2,●●●
2,ナックルカーブ,105km/h,ボール  [ワンバウンド],山岡 泰輔,淺間 大基,0-2,●●●
3,カットボール,140km/h,二ゴロ,山岡 泰輔,淺間 大基,0-2,●●●
1,ストレート,144km/h,ファウル,上沢 直之,宜保 翔,0-2,●
2,ストレート,145km/h,ファウル,上沢 直之,宜保 翔,0-2,●
3,ストレート,145km/h,ボール,上沢 直之,宜保 翔,0-2,●
4,フォーク,139km/h,空三振  [ファウルチップ],上沢 直之,宜保 翔,0-2,●
1,カットボール,141km/h,ボール,上沢 直之,若月 健矢,0-2,●
2,ストレート,143km/h,見逃し,上沢 直之,若月 健矢,0-2,●
3,ツーシーム,-,死球,上沢 直之,若月 健矢,0-2,●
1,ストレート,144km/h,ボール,上沢 直之,紅林 弘太郎,0-2,●●
2,ストレート,146km/h,右飛,上沢 直之,紅林 弘太郎,0-2,●●
1,スライダー,126km/h,見逃し,上沢 直之,福田 周平,0-2,●●●
2,ストレート,145km/h,ボール,上沢 直之,福田 周平,0-2,●●●
3,フォーク,137km/h,見逃し,上沢 直之,福田 周平,0-2,●●●
4,ストレート,145km/h,ファウル,上沢 直之,福田 周平,0-2,●●●
5,ナックルカーブ,118km/h,空三振  [ファウルチップ],上沢 直之,福田 周平,0-2,●●●
1,縦スライダー,132km/h,見逃し,山岡 泰輔,宮田 輝星,0-2,●
2,縦スライダー,133km/h,ファウル,山岡 泰輔,宮田 輝星,0-2,●
3,チェンジアップ,115km/h,空三振  [泳ぎ],山岡 泰輔,宮田 輝星,0-2,●
1,縦スライダー,135km/h,見逃し,山岡 泰輔,野村 佑希,0-2,●
2,ナックルカーブ,107km/h,ボール  [ワンバウンド],山岡 泰輔,野村 佑希,0-2,●
3,ストレート,145km/h,ボール,山岡 泰輔,野村 佑希,0-2,●
4,ストレート,146km/h,ボール,山岡 泰輔,野村 佑希,0-2,●
5,カットボール,141km/h,ファウル  [ライン際],山岡 泰輔,野村 佑希,0-2,●
6,チェンジアップ,116km/h,四球,山岡 泰輔,野村 佑希,0-2,●
1,カットボール,140km/h,遊併打  [引っかけ],山岡 泰輔,松本 剛,0-2,●●●
1,スライダー,124km/h,見逃し,上沢 直之,宗 佑磨,0-2,●
2,ストレート,146km/h,ファウル,上沢 直之,宗 佑磨,0-2,●
3,チェンジアップ,127km/h,遊飛,上沢 直之,宗 佑磨,0-2,●
1,ストレート,144km/h,見逃し,上沢 直之,中川 圭太,0-2,●
2,チェンジアップ,126km/h,左安,上沢 直之,中川 圭太,0-2,●
1,カットボール,144km/h,右安,上沢 直之,吉田 正尚,0-2,●
1,フォーク,139km/h,ボール  [ワンバウンド],上沢 直之,杉本 裕太郎,0-2,●●
2,スライダー,133km/h,空振り,上沢 直之,杉本 裕太郎,0-2,●●
3,ストレート,146km/h,ボール,上沢 直之,杉本 裕太郎,0-2,●●
4,スライダー,132km/h,ファウル,上沢 直之,杉本 裕太郎,0-2,●●
5,フォーク,141km/h,ボール  [ワンバウンド],上沢 直之,杉本 裕太郎,0-2,●●
6,スライダー,132km/h,ファウル,上沢 直之,杉本 裕太郎,0-2,●●
7,スライダー,-,空三振  [投手ガッツポーズ],上沢 直之,杉本 裕太郎,0-2,●●
1,カットボール,144km/h,ボール,上沢 直之,マッカーシー,1-2,●●
2,スライダー,131km/h,見逃し,上沢 直之,マッカーシー,1-2,●●
3,カットボール,145km/h,ファウル  [自打球],上沢 直之,マッカーシー,1-2,●●
4,ストレート,151km/h,ボール,上沢 直之,マッカーシー,1-2,●●
5,フォーク,145km/h,左２,上沢 直之,マッカーシー,1-2,●●
1,シュート,142km/h,見逃し,堀 瑞輝,佐野 皓大,1-2,●●●
2,スライダー,126km/h,ボール,堀 瑞輝,佐野 皓大,1-2,●●●
3,スライダー,121km/h,ボール,堀 瑞輝,佐野 皓大,1-2,●●●
4,スライダー,123km/h,二ゴロ  [詰り、好リリーフ],堀 瑞輝,佐野 皓大,1-2,●●●
1,縦スライダー,133km/h,見逃し,山岡 泰輔,近藤 健介,1-2,●
2,ストレート,145km/h,ボール,山岡 泰輔,近藤 健介,1-2,●
3,カットボール,140km/h,二ゴロ,山岡 泰輔,近藤 健介,1-2,●
1,ストレート,146km/h,ボール,山岡 泰輔,清宮 幸太郎,1-2,●
2,ストレート,146km/h,ボール,山岡 泰輔,清宮 幸太郎,1-2,●
3,カットボール,141km/h,見逃し,山岡 泰輔,清宮 幸太郎,1-2,●
4,縦スライダー,136km/h,ボール,山岡 泰輔,清宮 幸太郎,1-2,●
5,カットボール,140km/h,中安,山岡 泰輔,清宮 幸太郎,1-2,●
1,縦スライダー,132km/h,ボール,山岡 泰輔,石井 一成,1-2,●●●
2,カットボール,139km/h,二併打  [ランエンドヒット],山岡 泰輔,石井 一成,1-2,●●●
1,ストレート,147km/h,ファウル,北山 亘基,若月 健矢,1-2,
2,ストレート,150km/h,中安,北山 亘基,若月 健矢,1-2,
1,ストレート,150km/h,投犠打,北山 亘基,紅林 弘太郎,1-2,●
1,ストレート,152km/h,ファウル,北山 亘基,福田 周平,1-2,●●
2,ストレート,150km/h,ファウル,北山 亘基,福田 周平,1-2,●●
3,フォーク,137km/h,中飛  [外野前進],北山 亘基,福田 周平,1-2,●●
1,ストレート,152km/h,ファウル,北山 亘基,宗 佑磨,1-2,●●●
2,ストレート,150km/h,ボール,北山 亘基,宗 佑磨,1-2,●●●
3,ストレート,151km/h,ファウル  [ライン際],北山 亘基,宗 佑磨,1-2,●●●
4,ストレート,152km/h,ボール,北山 亘基,宗 佑磨,1-2,●●●
5,ナックルカーブ,123km/h,ボール  [ワンバウンド],北山 亘基,宗 佑磨,1-2,●●●
6,フォーク,136km/h,空三振  [ワンバウンド、投手ガッツポーズ],北山 亘基,宗 佑磨,1-2,●●●
1,縦スライダー,134km/h,ボール,山岡 泰輔,石川 亮,1-2,●
2,縦スライダー,133km/h,見逃し,山岡 泰輔,石川 亮,1-2,●
3,ストレート,144km/h,ボール,山岡 泰輔,石川 亮,1-2,●
4,カットボール,141km/h,ボール,山岡 泰輔,石川 亮,1-2,●
5,ストレート,146km/h,見逃し,山岡 泰輔,石川 亮,1-2,●
6,縦スライダー,135km/h,中飛,山岡 泰輔,石川 亮,1-2,●
1,カットボール,140km/h,ボール,山岡 泰輔,上川畑 大悟,1-2,●
2,カットボール,140km/h,左安,山岡 泰輔,上川畑 大悟,1-2,●
1,ストレート,144km/h,ボール,山岡 泰輔,淺間 大基,1-2,●●
2,縦スライダー,133km/h,一ゴロ  [ライン際、痛烈な当たり],山岡 泰輔,淺間 大基,1-2,●●
1,ストレート,144km/h,見逃し,山岡 泰輔,木村 文紀,1-2,●●●
